Time Elapsed (s),tb exploration,tb trajectory,human exploration,human trajectory,merged exploration
1.015117864,1436,2.484558733679905e-05,700,0.0,2136
2.014038887,1436,3.258754785158281e-05,700,0.003949737628270281,2136
3.018054533,1436,3.556113678433532e-05,700,0.020335704628524565,2136
4.266120338,1436,3.8452913394827056e-05,17770,2.3404311522528873,19206
5.020155377,1436,0.0791720212808149,34706,4.76858710714669,36142
6.024889537,6076,0.6967521795465156,40803,7.272831793953999,46878
7.027508932,6076,0.7070932398372992,48865,9.733390189999918,54940
8.139534876,16085,0.7409340529511144,59076,12.078658363928746,65151
9.032826588,34526,0.8823930228490076,72120,14.596831753763562,95574
10.047899502,39410,1.0625394650812312,81663,17.16190227297441,120368
11.07507323,39410,1.0658016209340408,87994,19.690031759440135,126699
12.045445663,39410,1.0658108569440568,95227,22.298145084376177,133932
13.05158312,39410,1.0746366254428519,102894,24.76582047373563,141593
14.045575134,39410,1.3996646772415036,109131,27.35153849435114,147838
15.060227164,42533,1.6315945490815384,114443,29.792790331557402,153148
16.05712601,44888,1.801217242654132,123148,32.3518512082896,164284
17.054202492,44888,1.807964463692263,138140,34.90296085642682,178867
18.07882418,48264,1.832929808902837,153334,37.32268379419769,196215
19.077201436,49000,1.8735239190410276,162391,39.87994684088427,208430
20.092019151,49000,2.0230145746381236,168554,42.36918760824623,214583
21.087615438,51180,2.385017777972553,176761,44.984099332554486,219119
22.093553216,51716,2.742077271836411,191431,47.59186096858203,226706
23.109889528,51716,3.071065518744384,204166,49.94613220492285,241376
24.128027138,55528,3.4615765998341717,211050,52.675750136856635,249942
25.100450128,55528,3.8529558529274284,222621,55.20454149026154,260060
26.10317933,56399,4.226531423670347,233435,57.77031295668538,267411
27.101736085,56792,4.622360010247656,238303,58.75690547244339,278856
28.120660512,59701,5.0069569400825005,239388,58.8875265745455,289962
29.103353311,59701,5.417060627293682,239728,58.95886164159367,290690
30.129687232,60283,5.82377579675047,240709,60.646003663204326,291231
31.100961136,60886,6.218262396132238,244636,61.85822329180102,294142
32.101710728,61419,6.614016233543657,248124,63.4368429562366,297429
33.119883202,61419,7.019261597658959,251714,65.80156400435749,302161
34.110077389,61924,7.4063282280149565,252531,68.33839181181297,303492
35.1039168,62341,7.81010878135351,254594,70.78482850455893,303783
36.098023312,62750,8.207769451100239,259200,73.35942588908763,305181
37.154690236,62750,8.604166888590008,265388,75.77255715326258,309595
38.205619003,63073,8.984118159820957,270596,78.3210808588386,312656
39.126028633,63319,9.005839878164961,277531,80.85957746235017,319313
40.171862357,63649,9.23490974058849,284618,83.28228573094438,323345
41.129162197,63882,9.428356226285704,290942,85.84184882501725,331589
42.194161397,63882,9.42972278234053,298536,88.38259262261623,339035
43.143094655,63882,9.430048169358047,305787,90.79228958538714,345427
44.163032187,63882,9.430145680159017,313148,93.35199588964076,352905
45.148936611,63882,9.430162235995903,320334,95.77630540272514,361702
46.16135588,63882,9.43016886180163,327307,98.24121528076513,367386
47.147422159,63882,9.430171443499837,334204,100.84163257476713,375721
48.235004331,63882,9.430172874011312,342651,103.25500100536645,381393
49.172370145,63882,9.430175653221937,345486,103.67780535047966,388415
50.168810251,63882,9.430177281245829,347852,103.85992976653604,396898
51.19532525,63882,9.430193574813163,347861,103.99724818334082,399264
52.181955735,63882,9.430203661341201,347966,105.80935262553943,399311
53.193722592,63882,9.435006134174042,342537,108.2538831894849,399378
54.215018511,64247,9.459320552534885,341757,110.83403473291924,393911
55.174339569,64394,9.473526387355282,342348,113.27910789161231,393958
56.156800702,64394,9.473635875890194,342445,115.8482059662402,393768
57.168907269,64394,9.473655973952054,342642,118.28636125720115,393876
58.178606219,64394,9.473685680169982,342899,120.83681413832205,393942
59.257179443,64394,9.473707842797975,342877,123.28274168363495,394293
60.19864401,64394,9.619910536317628,343443,125.84403498415519,394131
61.177817877,64394,9.927641877131473,345625,128.42619325231604,394347
62.180726381,64632,10.316050395369855,345157,131.0526202913606,394913
63.180948117,64733,10.651924474774205,345803,133.54541014558706,397084
64.230118411,64886,10.998720356874923,345979,135.98985561901952,397130
65.176743015,65093,11.396729492982782,341547,138.55546632232924,397286
66.188610495,65304,11.778371275206876,342206,141.11139050770066,397471
67.185386426,65304,12.180930014348807,341850,143.5309880284467,393113
68.207760582,65575,12.577931987249812,345494,146.089649295377,393729
69.175496829,65920,12.95496328115621,355316,148.50011414500298,395194
70.175372448,66371,13.351094121878003,356378,150.99365543643967,398992
71.178731975,66371,13.755609423927616,359753,153.36530083071827,406867
72.175354573,66940,14.122030353004554,359753,155.85527093991968,409816
73.179019939,67513,14.527790984088595,362327,158.26194820595808,411100
74.192391541,68362,14.907777026131383,373093,160.85687986364732,413633
75.199040296,68362,15.309369503773164,373093,163.3806091722603,422561
76.19179668,69208,15.71489881198241,381745,166.0201203483463,423720
77.225928779,70222,16.106787948651437,394377,168.49885049753624,424172
78.22514807,71443,16.509866086731744,405608,171.13450070015975,424684
79.217299002,71443,16.910424349782353,414828,173.6611529530128,430423
80.228614891,72735,17.319017204568674,420244,176.30487217903556,439170
81.233170905,74052,17.726089582618574,422178,178.78851424536384,443639
82.192680381,75419,17.992532382944887,424754,181.39342081819578,453201
83.205780974,75419,18.250785040857373,438535,183.85284748241907,454852
84.206638551,76855,18.747378549130637,447759,186.41270386024564,464207
85.21392173,78285,19.131754054076925,455664,188.84469034986228,469907
86.246394337,79785,19.50691314637746,459941,191.41679734923454,478907
87.195210961,81309,19.912090119635856,470704,193.85005628863098,486820
88.213190285,81309,20.31196157675781,477681,196.27639576699502,491127
