Time Elapsed (s),tb exploration,tb trajectory,human exploration,human trajectory,merged exploration,human detections,tb3 detections,total detections,merged_exploration_merged_map,with_human_knowledge
256.5797415458497,391189.0,208.921903,460931.0,0.0,541697.0,0,0,0,681667.0,709206.0
257.6236106388871,391900.0,209.452127,462006.0,0.0,542960.0,0,0,0,683257.0,710861.0
258.6794868251074,392000.0,209.959675,462361.0,0.0,543377.0,0,0,0,683782.0,711407.0
259.6494419966189,392834.0,210.459675,463583.0,0.0,544812.0,0,0,0,685588.0,713286.0
260.73740321338744,392934.0,210.959675,463938.0,0.0,545230.0,0,0,0,686114.0,713833.0
261.8720900504611,393034.0,211.492439,464294.0,0.0,545648.0,0,0,0,686640.0,714380.0
262.8680941816203,393134.0,211.992439,464650.0,0.0,546067.0,0,0,0,687167.0,714929.0
263.90348872657944,393234.0,212.492439,465006.0,0.0,546485.0,0,0,0,687693.0,715476.0
264.884515875358,393334.0,212.992439,465362.0,0.0,546904.0,0,0,0,688220.0,716024.0
265.8812825660699,393434.0,213.492439,465718.0,0.0,547322.0,0,0,0,688747.0,716572.0
266.90051421354644,393534.0,213.992439,466075.0,0.0,547741.0,0,0,0,689274.0,717121.0
267.8688254048864,393634.0,214.492439,466431.0,0.0,548160.0,0,0,0,689801.0,717669.0
268.867557428719,395581.0,214.992439,468978.0,0.0,551153.0,0,0,0,693567.0,721587.0
269.8796043426194,395681.0,215.492439,469336.0,0.0,551573.0,0,0,0,694096.0,722137.0
270.86426408867027,395781.0,215.992439,469694.0,0.0,551994.0,0,0,0,694626.0,722689.0
271.8396937573323,396491.0,216.492439,470776.0,0.0,553266.0,0,0,0,696227.0,724355.0
272.8068349155594,396955.0,216.992439,471567.0,0.0,554196.0,0,0,0,697396.0,725571.0
273.83878310553376,398835.0,217.492439,474042.0,0.0,557104.0,0,0,0,701056.0,729379.0
274.858573387741,398935.0,217.992439,474402.0,0.0,557527.0,0,0,0,701589.0,729933.0
275.94640678300243,399035.0,218.492439,474762.0,0.0,557951.0,0,0,0,702122.0,730488.0
277.0055406887407,399135.0,219.018855,475123.0,0.0,558374.0,0,0,0,702655.0,731042.0
278.01420950024743,399235.0,219.518855,475483.0,0.0,558798.0,0,0,0,703188.0,731597.0
279.1560505906917,399335.0,220.018855,475844.0,0.0,559222.0,0,0,0,703721.0,732151.0
280.2364244401132,399435.0,220.518855,476204.0,0.0,559646.0,0,0,0,704255.0,732707.0
281.3402550941246,399535.0,221.021303,476565.0,0.0,560070.0,0,0,0,704788.0,733261.0
282.466260687,399635.0,221.567912,476926.0,0.0,560494.0,0,0,0,705322.0,733817.0
283.4692694520157,404998.0,222.067912,483572.0,0.0,568304.0,0,0,0,715150.0,744042.0
284.4200698020131,405098.0,222.567912,483936.0,0.0,568732.0,0,0,0,715689.0,744603.0
285.5650260197283,405198.0,224.050106,484301.0,0.0,569160.0,0,0,0,716228.0,745164.0
286.55842079298253,405298.0,225.390821,484665.0,0.0,569589.0,0,0,0,716767.0,745724.0
287.6937831124399,405398.0,226.866918,485030.0,0.0,570018.0,0,0,0,717307.0,746286.0
288.751281281446,405498.0,227.912056,485395.0,0.0,570447.0,0,0,0,717846.0,746847.0
289.7511122958456,405598.0,229.125382,485760.0,0.0,570876.0,0,0,0,718386.0,747409.0
290.8957884929437,405698.0,230.66285,486125.0,0.0,571305.0,0,0,0,718926.0,747971.0
291.9934618398745,405798.0,232.246445,486490.0,0.0,571734.0,0,0,0,719466.0,748532.0
293.1221948370661,405898.0,233.177754,486856.0,0.0,572163.0,0,0,0,720007.0,749095.0
294.20684642976204,405998.0,234.353745,487221.0,0.0,572593.0,0,0,0,720547.0,749657.0
295.2840063694979,406098.0,235.670341,487587.0,0.0,573023.0,0,0,0,721088.0,750220.0
296.3569641236804,406198.0,237.076815,487953.0,0.0,573453.0,0,0,0,721629.0,750783.0
297.3464474032704,406298.0,238.280457,488319.0,0.0,573883.0,0,0,0,722170.0,751346.0
298.3989760587553,406546.0,239.567644,488863.0,0.0,574522.0,0,0,0,722975.0,752183.0
299.48367344962026,406646.0,240.628057,489229.0,0.0,574952.0,0,0,0,723516.0,752746.0
300.6178776576949,406746.0,241.933668,489595.0,0.0,575383.0,0,0,0,724058.0,753310.0
301.7309727161144,407554.0,243.272861,490814.0,0.0,576816.0,0,0,0,725861.0,755186.0
302.8339151928009,407654.0,244.430128,491181.0,0.0,577247.0,0,0,0,726404.0,755751.0
303.8565320428622,407754.0,245.672626,491548.0,0.0,577678.0,0,0,0,726947.0,756316.0
304.9176939537187,407854.0,247.004306,491916.0,0.0,578110.0,0,0,0,727490.0,756881.0
305.9957717580983,407954.0,247.504306,492283.0,0.0,578542.0,0,0,0,728033.0,757446.0
307.0863749287007,409269.0,248.717419,494117.0,0.0,580697.0,0,0,0,730746.0,760268.0
308.1990449877432,409369.0,250.079022,494486.0,0.0,581130.0,0,0,0,731291.0,760835.0
309.25573941094405,409469.0,251.394132,494854.0,0.0,581563.0,0,0,0,731836.0,761402.0
310.24557504986655,409569.0,252.717183,495223.0,0.0,581997.0,0,0,0,732381.0,761969.0
311.20262475078874,409669.0,253.913781,495591.0,0.0,582430.0,0,0,0,732926.0,762536.0
312.27253259233413,409769.0,255.317006,495960.0,0.0,582863.0,0,0,0,733471.0,763103.0
313.326728739914,410411.0,256.744813,496986.0,0.0,584068.0,0,0,0,734988.0,764682.0
314.33148370600424,410511.0,258.004719,497355.0,0.0,584502.0,0,0,0,735534.0,765250.0
315.4313718677312,411975.0,259.338669,499378.0,0.0,586880.0,0,0,0,738526.0,768362.0
316.3936991561445,412075.0,260.646277,499748.0,0.0,587315.0,0,0,0,739073.0,768932.0
317.5119352470846,412270.0,261.838356,500234.0,0.0,587886.0,0,0,0,739792.0,769680.0
318.6100280210987,412370.0,263.113699,500605.0,0.0,588322.0,0,0,0,740340.0,770250.0
319.7557094455265,412470.0,264.665938,500976.0,0.0,588758.0,0,0,0,740889.0,770821.0
320.7733368759724,413063.0,266.127239,501946.0,0.0,589898.0,0,0,0,742323.0,772313.0
321.90645180091104,413163.0,267.544306,502317.0,0.0,590334.0,0,0,0,742873.0,772885.0
322.89105380682696,414200.0,268.759004,503829.0,0.0,592110.0,0,0,0,745108.0,775210.0
323.96166096602127,416556.0,270.209147,506946.0,0.0,595774.0,0,0,0,749719.0,780008.0
325.00419941643804,416656.0,271.538064,507320.0,0.0,596214.0,0,0,0,750271.0,780582.0
326.00422459909424,416756.0,272.779972,507694.0,0.0,596653.0,0,0,0,750824.0,781157.0
327.00620546196694,416856.0,274.108486,508068.0,0.0,597092.0,0,0,0,751377.0,781733.0
328.0011636920299,416956.0,275.418123,508442.0,0.0,597532.0,0,0,0,751931.0,782309.0
328.95775172281213,417056.0,276.675942,508816.0,0.0,597972.0,0,0,0,752484.0,782884.0
330.0481979808296,417156.0,277.340438,509191.0,0.0,598412.0,0,0,0,753038.0,783461.0
331.00830802219593,417256.0,277.89657,509565.0,0.0,598852.0,0,0,0,753591.0,784036.0
332.1262408478151,417356.0,278.553725,509940.0,0.0,599292.0,0,0,0,754145.0,784612.0
333.199999561358,418153.0,279.156991,511166.0,0.0,600734.0,0,0,0,755959.0,786500.0
334.25569977777565,418253.0,279.785421,511542.0,0.0,601175.0,0,0,0,756514.0,787077.0
335.2676516104126,418353.0,280.353888,511917.0,0.0,601616.0,0,0,0,757069.0,787655.0
336.2344974049176,418453.0,280.947153,512292.0,0.0,602057.0,0,0,0,757625.0,788233.0
337.35866540361513,418553.0,281.591928,512668.0,0.0,602499.0,0,0,0,758180.0,788810.0
338.39938803897206,418653.0,282.225595,513044.0,0.0,602940.0,0,0,0,758736.0,789389.0
339.4346473222832,418753.0,282.749668,513420.0,0.0,603382.0,0,0,0,759292.0,789967.0
340.449800630482,419717.0,283.380077,514855.0,0.0,605069.0,0,0,0,761415.0,792176.0
341.43470208649893,419817.0,283.942337,515232.0,0.0,605512.0,0,0,0,761972.0,792756.0
342.4482192746788,419917.0,284.523986,515609.0,0.0,605954.0,0,0,0,762529.0,793335.0
343.4061239606699,420017.0,285.023986,515986.0,0.0,606397.0,0,0,0,763086.0,793915.0
