Time Elapsed (s),tb exploration,tb trajectory,human exploration,human trajectory,merged exploration
98.228301626,123374,32.37048484528973,537179,226.12755870422407,536554
99.226044501,124077,32.857149316457296,539335,228.50445604545826,541702
100.235224961,124879,33.390433927126715,545026,231.06186009727173,545559
101.218586442,125550,33.96517356625404,554162,233.53604004022355,548403
102.184977246,127071,34.39587974441385,565566,235.9854270398564,563687
103.222099467,127527,34.40895396031453,574072,238.56683868574734,569565
104.268139343,127954,34.42297149382522,577982,240.99821468611475,575868
105.234589495,127954,34.428689185066375,589439,243.45037123508104,584958
106.248110669,128244,34.70368886324491,594412,245.99899105337798,589330
107.368014843,129120,35.31463860026959,602926,248.45532226728758,595571
108.374063775,129398,35.831965454224566,607551,251.0241875718621,605313
109.348328998,130847,36.32207370986879,609129,253.46856413711964,609006
110.32326725,131459,36.9248163612894,616665,256.0631103914895,619425
111.523649933,133277,37.51531679820334,621806,258.5213001618333,620819
112.312940633,134314,38.0297450458991,626754,261.0806228607589,626088
113.279306312,135169,38.575433412586236,634197,263.5162071354259,627071
114.337574301,137316,39.17991838491901,645460,266.07346571763725,634857
115.360158141,138696,39.75627416394878,650224,268.507203663491,642402
116.428541965,140231,40.28289256085371,672009,271.08485284354373,643878
117.319522874,141376,40.78554635370171,674918,273.44912294906806,659693
118.51801387,143921,41.20372767565776,674918,276.0958489378155,661372
119.386317229,144719,41.318561930502725,680848,278.60327614296426,669016
120.352837971,145559,41.87308780050582,688301,281.2526920308852,692494
121.331838627,146345,42.40628860943327,696806,283.86993540896003,694731
122.315810559,149338,43.02461383530687,708728,286.39243250923744,706154
123.44803136,150846,43.54119605461519,714416,289.0605297546834,717827
124.585698101,152439,44.074027028328594,714416,291.52751300003507,720223
125.482742127,153787,44.6816148978161,717216,293.9635652740963,733118
126.276489172,154850,45.15755956253012,717216,296.4427516408734,742897
127.267776509,155686,45.62325195636457,729195,298.92742082310986,747205
128.278479347,156238,46.20460711294825,747735,301.3503017368671,750096
129.284613365,157964,46.83111870553735,759910,303.92692397803575,763506
130.335602244,159206,47.37274979886738,772869,306.47761529348196,765937
131.413189624,160066,47.88897869785658,778274,308.97043027094554,785458
132.307439245,160681,48.53472647981327,785399,311.58654934058416,797633
133.354901249,160994,48.94022953504502,790924,314.0681168057323,813429
134.36711846,161313,49.14276650771712,792664,316.53576221856304,814594
135.373881778,161615,49.57324494567795,797705,319.11397180924985,822027
136.397307893,162077,50.10489924238203,803672,321.5448144100207,833008
137.342931841,162884,50.703691748234455,816591,324.09542245182496,835608
138.354839854,164324,51.276508637673075,821800,326.54529155822485,836581
139.324100639,165066,51.805024678545315,829230,329.110209231608,841941
140.334989088,165615,52.37361770236804,837355,331.5700602327488,850614
141.276006861,167448,52.9281279636355,837355,334.1390201814232,866370
142.302318165,168266,53.498085503134384,850743,336.5859377683176,867544
143.321224762,168890,54.02664921830009,860562,339.15131349836156,879740
144.33699327,170009,54.59926194828788,865656,341.60266723067065,885246
145.450797525,170963,55.23624373928134,870624,344.0577561337133,900612
146.360401015,172125,55.7442479209013,874168,346.61294860519723,901161
147.319819245,173215,56.311818510995245,876264,349.04547520709696,911653
148.305834689,175496,56.86403250572473,878605,351.5947995557012,918526
149.398914963,176551,57.10449002790417,889825,354.1485034386547,925883
150.431475059,176551,57.549545151344915,907787,356.55330345770045,927002
151.388917524,177330,58.114444911307515,914531,358.94850906484294,929098
152.339041006,178607,58.709946403141174,921715,361.409789866376,944775
153.392779574,179586,59.11697292065794,928022,363.8058945075771,947026
154.372924157,179586,59.33831386017512,928022,366.3746263854728,968671
155.38275294,180836,59.868435852769835,932433,368.8778048534569,980036
156.3733384,182114,59.98018291621511,932433,371.5390406796931,981614
157.421680219,182114,59.9801929032222,932433,374.00235472747704,987921
158.423467279,182114,59.980200205367446,940038,376.58728648456315,989453
159.338821097,182114,59.980211772473886,940038,378.989731245216,994843
160.449972837,182114,59.980217494519785,947573,381.46937031750866,996093
161.383184833,182114,59.98022130921705,952875,383.83080079652524,1003698
162.427589287,182114,60.426434983715524,952875,386.25986333974873,1004976
163.455898901,183081,61.02374437468553,952875,388.8100445771386,1007848
164.546453363,186547,61.42982433742042,957438,391.35480665421096,1012511
165.449554006,192261,61.531107424095374,957438,393.7951976515225,1017813
166.398845129,192261,61.53369091077953,958903,396.3666279171414,1018763
167.428894591,192261,61.53408716085691,959895,398.7721958969666,1026895
168.444974452,192261,61.534255083703066,965182,401.3364867897729,1032540
169.505006217,192261,61.53430834614441,968258,403.7608936776941,1034005
170.444670399,192261,61.534465457162185,972149,406.21196789935595,1034005
171.480916349,192261,61.534565671185,972149,408.7789405594515,1034997
172.495990219,192261,61.53671004841773,972149,411.321507529542,1040284
173.522216645,192261,61.54066518393475,972149,413.7466492646049,1043360
174.478314951,192261,61.54070354324903,976034,416.30566736889176,1047251
175.467951369,192261,61.54072132842687,976034,418.7588810330055,1051136
176.50917398,192261,61.96430108486961,976034,421.1549779205907,1051136
177.611685707,194188,62.57801596097498,978660,423.6500918518612,1051136
178.570967658,195288,63.181429329697146,986121,425.9977107197759,1052547
179.551142126,195984,63.66105891366617,986121,428.4064152364136,1054472
180.6630472,196645,63.99725486005988,986121,430.895911010252,1054472
181.478873657,197268,64.07324097859319,988993,433.3490567816384,1055687
182.623514171,197268,64.2073029515488,997390,435.77041360938836,1063148
183.648793793,198078,64.77896356558996,997390,438.34405435528055,1064248
184.717605306,198911,65.32633606736849,997390,440.7803730216609,1064248
185.55211561,199625,65.79946307778863,997390,443.30173253331304,1067120
186.678896044,200287,66.35251360604421,1005137,445.9363971135632,1068449
187.598650762,201148,66.9216126585064,1011091,448.4155446111493,1068449
188.56061573,202475,67.49840684649396,1011091,451.01358517327367,1076846
189.557032279,203359,68.02674644435491,1011091,453.46826530704124,1077977
190.532145424,204030,68.61862341918898,1015094,456.03428531831105,1085724
191.667851465,205969,69.15826355588023,1015094,458.48205877221466,1085724
192.618577893,205969,69.17088254371228,1019298,460.9393089031314,1087654
193.505117239,205969,69.18511834959477,1019298,463.53315639839025,1093608
194.518876842,207079,69.21136223830246,1033609,466.1891275993992,1093608
195.487289878,207343,69.24327389807372,1047363,468.6771954697131,1096484
196.516434283,207517,69.583863891311,1047363,471.17879026089855,1104691
197.535106986,208897,70.14820247885254,1065803,473.757956102919,1108064
198.759745594,209045,70.48188090624407,1070218,476.29780922770107,1122375
199.522656849,209045,70.54060288216056,1073914,478.95630495134856,1122375
200.520055207,209045,70.54066418539907,1085455,481.41682925986714,1136129
201.504710693,209045,70.55325877478447,1097570,484.0503791942505,1137552
202.513925045,209505,71.05590175046984,1097570,486.4791914452872,1160407
203.561169767,209996,71.66364972702989,1102228,486.98144398138976,1161907
204.80403907,210910,72.241304114581,1102228,486.9975933433763,1189259
205.932884858,212140,72.77317638191558,1102228,486.9975933433763,1189259
207.36008642,212140,73.20898120398911,1105548,486.9975933433763,1189259
207.968896311,212140,73.20898120398911,1105548,486.9975933433763,1189259
208.654746967,213256,73.26524546154326,1105548,486.9975933433763,1194151
210.391257971,214257,73.29214428640043,1105548,486.9975933433763,1194151
211.073619005,214257,73.29214428640043,1105548,486.9975933433763,1194151
211.84253969,215296,73.30388627856598,1105548,486.9975933433763,1194600
212.632411884,215992,73.31861557731237,1105548,486.9975933433763,1194600
213.662659195,215992,73.31862365697084,1105548,486.9975933433763,1197920
215.742897387,215992,73.31863128636537,1105548,486.9975933433763,1197920
217.127682381,215992,73.31863128636537,1105548,486.9975933433763,1197920
217.941913226,215992,73.31941460080135,1105548,486.9975933433763,1200494
220.19175087,215992,73.34217993236248,1105548,486.9975933433763,1201607
220.996285114,215992,73.34217993236248,1105548,486.9975933433763,1201607
221.652901986,215992,73.37034433938732,1105548,486.9975933433763,1202740
222.846188558,217053,73.37618828995181,1105548,486.9975933433763,1204475
223.767727547,217053,73.37623649546178,1105548,486.9975933433763,1205408
224.635387333,217053,73.37630313820551,1105548,486.9975933433763,1205408
226.307250096,217053,73.38061738698828,1105548,486.9975933433763,1205408
227.222211016,217053,73.38061738698828,1105548,486.9975933433763,1205408
227.842638834,217053,73.38150552355714,1105548,486.9975933433763,1205408
228.611923982,217053,73.38257753268371,1105548,486.9975933433763,1205408
230.215506888,217053,73.38286512428725,1105548,486.9975933433763,1205408
231.044184492,217053,73.38286512428725,1105548,486.9975933433763,1205408
231.822783606,217053,73.38293402684413,1105548,486.9975933433763,1205408
232.662010905,217053,73.3833578994579,1105548,486.9975933433763,1205408
233.655026339,217053,73.3834876757575,1105548,486.9975933433763,1205408
234.700040587,217053,73.3837501652786,1105548,486.9975933433763,1205408
235.612770921,217053,73.38391547550036,1105548,486.9975933433763,1205408
236.651331682,217053,73.38749869323809,1105548,486.9975933433763,1205408
237.847840551,217148,73.40845269648541,1105548,486.9975933433763,1205408
238.691558623,217206,73.43068101869156,1105548,486.9975933433763,1205408
240.170173288,217206,73.43228542288252,1105548,486.9975933433763,1205503
241.027338049,217206,73.43228542288252,1105548,486.9975933433763,1205503
241.663981356,217206,73.43228968784372,1105548,486.9975933433763,1205561
242.606274462,217218,73.43230730424536,1105548,486.9975933433763,1205568
243.895844898,217218,73.43231493363989,1105548,486.9975933433763,1205568
244.655007956,217218,73.4387056176196,1105548,486.9975933433763,1205573
245.82656077,217218,74.02458530440202,1105548,486.9975933433763,1205573
246.657173524,217835,74.64960576575673,1105548,486.9975933433763,1205573
248.231552957,217934,74.9460187669433,1105548,486.9975933433763,1205573
249.225574597,217934,74.9460187669433,1105548,486.9975933433763,1205573
250.016685759,217934,74.94612679766121,1105548,486.9975933433763,1206206
250.697416153,217934,74.94731419840004,1105548,486.9975933433763,1206206
251.816705905,217934,74.94733136453773,1105548,486.9975933433763,1206362
252.650917601,217934,74.947335179235,1105548,486.9975933433763,1206362
253.879619166,217934,74.9473409012809,1105548,486.9975933433763,1206362
254.575157687,217934,74.9473466233268,1105548,486.9975933433763,1206362
255.757673295,217934,74.94734853067543,1105548,486.9975933433763,1206362
256.707979208,217934,74.94735234537269,1105548,486.9975933433763,1206362
257.606844962,217934,74.95733539989578,1105548,486.9975933433763,1206362
258.854216153,219139,74.97711028249135,1105548,486.9975933433763,1206362
259.826323337,219888,75.00357291127739,1105548,486.9975933433763,1206362
260.600644112,219888,75.30667171934986,1105548,486.9975933433763,1206362
261.6706483,220424,75.87103910913586,1105548,486.9975933433763,1207519
262.773695472,221512,76.24265000342348,1105548,486.9975933433763,1208268
264.037476788,221813,76.297962263634,1105548,486.9975933433763,1208268
264.705237232,221813,76.297962263634,1105548,486.9975933433763,1208268
265.649805431,221813,76.29808379544845,1105548,486.9975933433763,1208784
266.636658918,221813,76.29816749572237,1105548,486.9975933433763,1209595
267.689570244,221813,76.29822158942616,1105548,486.9975933433763,1209950
268.889007178,221813,76.29826566648748,1105548,486.9975933433763,1209950
269.633763228,221813,76.29837556761323,1105548,486.9975933433763,1210227
270.665230771,221813,76.29842295613331,1105548,486.9975933433763,1210227
271.608258154,221813,76.29847012230323,1105548,486.9975933433763,1210227
272.621842756,221813,76.29851885311753,1105548,486.9975933433763,1210227
273.664085289,221813,76.2985683312057,1105548,486.9975933433763,1210227
274.897131309,221813,76.29862663762184,1105548,486.9975933433763,1210227
275.738975681,221813,76.32118733178393,1105548,486.9975933433763,1210227
276.665758129,221813,76.68354966858148,1105548,486.9975933433763,1210227
278.080723318,222355,76.69248400570586,1105548,486.9975933433763,1210227
278.678389976,222355,76.69248400570586,1105548,486.9975933433763,1210227
280.534364483,223197,76.9072690212336,1105548,486.9975933433763,1210227
281.468795287,223197,76.9072690212336,1105548,486.9975933433763,1210227
282.245331402,223197,76.92499092245022,1105548,486.9975933433763,1210770
282.980419771,223197,76.92504227938389,1105548,486.9975933433763,1211106
283.711859215,223197,76.92505807244017,1105548,486.9975933433763,1211410
284.621690214,223197,76.92509963957883,1105548,486.9975933433763,1211410
285.608269744,223197,76.92513474875138,1105548,486.9975933433763,1211612
286.688431651,223197,77.38896070025069,1105548,486.9975933433763,1211612
287.847683036,223600,77.7007253968809,1105548,486.9975933433763,1211612
288.735063922,224449,78.16782223730199,1105548,486.9975933433763,1211612
289.707832597,225125,78.72455917804419,1105548,486.9975933433763,1212070
291.049308162,225752,79.05732469123338,1105548,486.9975933433763,1212070
291.676820964,225752,79.05732469123338,1105548,486.9975933433763,1212070
292.641605266,225752,79.11227510741436,1105548,486.9975933433763,1213191
293.73413944,225752,79.1225593403528,1105548,486.9975933433763,1213191
294.854659721,225752,79.14191523727891,1105548,486.9975933433763,1213547
295.638706048,226774,79.16686545894528,1105548,486.9975933433763,1213547
296.686394565,226774,79.17560186684811,1105548,486.9975933433763,1214174
297.646637915,227041,79.21683738597565,1105548,486.9975933433763,1214174
298.691853208,227041,79.21758475067986,1105548,486.9975933433763,1214766
299.654605465,227041,79.21763905529593,1105548,486.9975933433763,1215188
300.65147735,227041,79.21765690650291,1105548,486.9975933433763,1215188
301.616857381,227041,79.21766072120018,1105548,486.9975933433763,1215455
302.590717424,227041,79.21780548913475,1105548,486.9975933433763,1215455
303.641112804,227041,79.21828180774902,1105548,486.9975933433763,1215455
304.649446303,227041,79.2183326725581,1105548,486.9975933433763,1215455
305.619187562,227041,79.21833997470334,1105548,486.9975933433763,1215455
306.607068219,227041,79.21853432446112,1105548,486.9975933433763,1215455
307.615545085,227041,79.21855048377806,1105548,486.9975933433763,1215455
308.603827807,227041,79.21856709335894,1105548,486.9975933433763,1215455
309.626392923,227041,79.21857248815554,1105548,486.9975933433763,1215455
310.61894529,227041,79.21858011755008,1105548,486.9975933433763,1215455
311.623246073,227041,79.21858965429324,1105548,486.9975933433763,1215455
312.803966277,227041,79.21869508655055,1105548,486.9975933433763,1215455
313.696523251,227041,79.21874784880931,1105548,486.9975933433763,1215455
314.662493559,227041,79.22058750905374,1105548,486.9975933433763,1215455
315.618820141,227041,79.2285246995674,1105548,486.9975933433763,1215455
316.581863036,227250,79.25408883038116,1105548,486.9975933433763,1215455
317.900627366,227372,79.26417660102734,1105548,486.9975933433763,1215455
319.12788986,227372,79.2642559901734,1105548,486.9975933433763,1215664
319.827745184,227372,79.2642559901734,1105548,486.9975933433763,1215664
320.618455148,227372,79.26436117199249,1105548,486.9975933433763,1215741
321.608440978,227372,79.26438798927323,1105548,486.9975933433763,1215786
322.62929722,227372,79.26442956754676,1105548,486.9975933433763,1215786
323.645015494,227372,79.26448082385494,1105548,486.9975933433763,1215786
324.62537506,227372,79.26453461455515,1105548,486.9975933433763,1215786
325.651463711,227372,79.2645666014204,1105548,486.9975933433763,1215786
326.702262533,227372,79.2648163990986,1105548,486.9975933433763,1215786
327.567749171,227372,79.26529030306523,1105548,486.9975933433763,1215786
