timestamp_sec,x,y
1.826001167,77.0999984741211,-6.199999809265137
1.975401282,77.0999984741211,-6.199999809265137
2.174600124,77.0999984741211,-6.199999809265137
2.373798847,77.0999984741211,-6.199999809265137
2.523197889,77.0999984741211,-6.199999809265137
2.722396612,77.0999984741211,-6.199999809265137
2.921595335,77.0999984741211,-6.199999809265137
3.070994377,77.0999984741211,-6.199999809265137
3.270193099,77.0999984741211,-6.199999809265137
3.436192035,77.0999984741211,-6.199999809265137
3.635390758,77.0999984741211,-6.199999809265137
3.784789800,77.0999984741211,-6.199999809265137
3.983988523,77.0999984741211,-6.199999809265137
4.133389472,77.0999984741211,-6.199999809265137
4.332591056,77.0999984741211,-6.199999809265137
4.481992244,77.0999984741211,-6.199999809265137
4.681193828,77.0999984741211,-6.199999809265137
4.830595016,77.0999984741211,-6.199999809265137
4.996596336,77.0999984741211,-6.199999809265137
5.195797920,77.0999984741211,-6.199999809265137
5.345199108,77.0999984741211,-6.199999809265137
5.544400691,77.0999984741211,-6.199999809265137
5.693801879,77.0999984741211,-6.199999809265137
5.893003463,77.0999984741211,-6.199999809265137
6.042404651,77.0999984741211,-6.199999809265137
6.241606235,77.0999984741211,-6.199999809265137
6.391007423,77.0999984741211,-6.199999809265137
6.590209007,77.0999984741211,-6.199999809265137
6.756210327,77.0999984741211,-6.199999809265137
6.905611515,77.0999984741211,-6.199999809265137
7.104813098,77.0999984741211,-6.199999809265137
7.254214286,77.0999984741211,-6.199999809265137
7.453415870,77.0999984741211,-6.199999809265137
7.602817058,77.0999984741211,-6.199999809265137
7.752218246,77.0999984741211,-6.199999809265137
7.901619434,77.0999984741211,-6.199999809265137
8.100817680,77.0999984741211,-6.199999809265137
8.250214576,77.0999984741211,-6.199999809265137
8.416211128,77.0999984741211,-6.199999809265137
8.565608024,77.0999984741211,-6.199999809265137
8.764803886,77.0999984741211,-6.199999809265137
8.914200782,77.0999984741211,-6.199999809265137
9.063597679,77.0999984741211,-6.199999809265137
9.212994575,77.0999984741211,-6.199999809265137
9.412190437,77.0999984741211,-6.199999809265137
9.561587333,77.0999984741211,-6.199999809265137
9.710984230,77.0999984741211,-6.199999809265137
9.910180091,77.0999984741211,-6.199999809265137
10.076176643,77.0999984741211,-6.199999809265137
10.225573539,77.0999984741211,-6.199999809265137
10.374970436,77.0999984741211,-6.199999809265137
10.574166297,77.0999984741211,-6.199999809265137
10.723563194,77.0999984741211,-6.199999809265137
10.872960090,77.0999984741211,-6.199999809265137
11.072155952,77.0999984741211,-6.199999809265137
11.221552848,77.0999984741211,-6.199999809265137
11.370949745,77.0999984741211,-6.199999809265137
11.570145606,77.0999984741211,-6.199999809265137
11.686343193,77.0999984741211,-6.199999809265137
11.885539054,77.0999984741211,-6.199999809265137
12.034935951,77.0999984741211,-6.199999809265137
12.184332847,77.0999984741211,-6.199999809265137
12.383528709,77.0999984741211,-6.199999809265137
12.433327674,77.0999984741211,-6.199999809265137
12.632523536,77.0999984741211,-6.199999809265137
12.781920433,77.0999984741211,-6.199999809265137
12.931317329,77.0999984741211,-6.199999809265137
13.080714225,77.0999984741211,-6.199999809265137
13.230111122,77.0999984741211,-6.199999809265137
13.445906639,77.0999984741211,-6.199999809265137
13.595303535,77.0999984741211,-6.199999809265137
13.744700431,77.0999984741211,-6.199999809265137
13.943896293,77.0999984741211,-6.199999809265137
14.093293190,77.0999984741211,-6.199999809265137
14.242690086,77.0999984741211,-6.199999809265137
14.441885948,77.0999984741211,-6.199999809265137
14.591282844,77.0999984741211,-6.199999809265137
14.740679740,77.0999984741211,-6.199999809265137
14.890076637,77.0999984741211,-6.199999809265137
15.056073188,77.0999984741211,-6.199999809265137
15.255269050,77.0999984741211,-6.199999809265137
15.404665946,77.0999984741211,-6.199999809265137
15.554062843,77.0999984741211,-6.199999809265137
15.753258705,77.0999984741211,-6.199999809265137
15.902655601,77.0999984741211,-6.199999809265137
16.052053451,77.0999984741211,-6.199999809265137
16.251249313,77.0999984741211,-6.199999809265137
16.400646209,77.0999984741211,-6.199999809265137
16.550043106,77.0999984741211,-6.199999809265137
16.716039657,77.0999984741211,-6.199999809265137
16.865436553,77.0999984741211,-6.199999809265137
17.064632415,77.0999984741211,-6.199999809265137
17.214029312,77.0999984741211,-6.199999809265137
17.363426208,77.0999984741211,-6.199999809265137
17.562622070,77.0999984741211,-6.199999809265137
17.712018966,77.0999984741211,-6.199999809265137
17.861415863,77.0999984741211,-6.199999809265137
18.010812759,77.0999984741211,-6.199999809265137
18.210008621,77.0999984741211,-6.199999809265137
18.376005172,77.0999984741211,-6.199999809265137
18.525402069,77.0999984741211,-6.199999809265137
18.674798965,77.0999984741211,-6.199999809265137
18.873994827,77.0999984741211,-6.199999809265137
19.023391723,77.0999984741211,-6.199999809265137
19.172788619,77.0999984741211,-6.199999809265137
19.371984481,77.0999984741211,-6.199999809265137
19.521381378,77.0999984741211,-6.199999809265137
19.670778274,77.0999984741211,-6.199999809265137
19.820175170,77.0999984741211,-6.199999809265137
19.986171722,77.0999984741211,-6.199999809265137
20.135568618,77.0999984741211,-6.199999809265137
20.284965515,77.0999984741211,-6.199999809265137
20.484161376,77.0999984741211,-6.199999809265137
20.583759307,77.0999984741211,-6.199999809265137
20.782955169,77.0999984741211,-6.199999809265137
20.932352066,77.0999984741211,-6.199999809265137
21.081748962,77.0999984741211,-6.199999809265137
21.280944824,77.0999984741211,-6.199999809265137
21.430341720,77.0999984741211,-6.199999809265137
21.596338272,77.0999984741211,-6.199999809265137
21.745735168,77.0999984741211,-6.199999809265137
21.895132064,77.0999984741211,-6.199999809265137
22.044528961,77.0999984741211,-6.199999809265137
22.243724822,77.0999984741211,-6.199999809265137
22.393121719,77.0999984741211,-6.199999809265137
22.542518615,77.0999984741211,-6.199999809265137
22.741714477,77.0999984741211,-6.199999809265137
22.891111373,77.0999984741211,-6.199999809265137
23.040508270,77.0999984741211,-6.199999809265137
23.189905166,77.0999984741211,-6.199999809265137
23.355901718,77.0999984741211,-6.199999809265137
